Name,year,iso_code,population,gdp,co2,coal_co2,oil_co2,gas_co2,methane,nitrous_oxide,total_ghg,primary_energy_consumption
Denmark,2011,DNK,5570846.0,242758000000.0,44.227,12.915,20.912,8.972,9.769,5.101,61.041,220.975
Denmark,2012,DNK,5591912.0,243307000000.0,39.853,10.078,19.951,8.404,9.626,5.216,56.944,205.243
Denmark,2013,DNK,5615334.0,245578000000.0,41.755,12.755,19.572,7.929,10.174,5.121,60.077,211.702
Denmark,2014,DNK,5643793.0,249555000000.0,37.565,10.143,19.082,6.81,10.122,5.266,54.582,203.564
Denmark,2015,DNK,5683698.0,255401000000.0,35.102,7.242,19.47,6.905,10.415,5.417,52.924,198.975
Denmark,2016,DNK,5728198.0,263692000000.0,36.906,8.413,19.75,7.009,10.634,5.474,54.982,201.601
Denmark,2017,DNK,5765168.0,271132000000.0,34.652,6.253,19.916,6.676,10.707,5.504,53.165,202.985
Denmark,2018,DNK,5793825.0,276526000000.0,34.602,6.362,19.968,6.483,10.838,5.252,52.676,200.118
Denmark,2019,DNK,5814619.0,280656000000.0,30.942,3.588,19.686,6.023,10.951,5.377,49.045,196.046
Denmark,2020,DNK,5831530.0,275058000000.0,28.294,3.166,18.582,4.798,10.83,5.443,46.301,176.485
Denmark,2021,DNK,5856773.0,288414000000.0,29.588,4.207,18.759,4.877,10.786,5.232,47.465,189.435
Denmark,2022,DNK,5902898.0,299429000000.0,28.432,4.164,19.148,3.542,10.876,5.268,46.298,197.278
Dominican Republic,2003,DOM,8980626.0,63562915840.0,21.345,2.803,16.762,0.568,8.581,2.322,31.372,81.212
Dominican Republic,2004,DOM,9104889.0,65495457792.0,17.333,2.062,13.935,0.238,9.194,2.506,28.043,75.582
Dominican Republic,2005,DOM,9225036.0,72784650240.0,17.941,1.264,15.063,0.473,9.076,2.544,28.541,83.079
Dominican Republic,2006,DOM,9341187.0,81940406272.0,19.112,1.868,15.118,0.59,9.295,2.69,30.312,82.922
Dominican Republic,2007,DOM,9455662.0,90412081152.0,19.993,1.931,15.414,1.004,10.15,2.855,31.601,85.242
Dominican Republic,2008,DOM,9573136.0,94906720256.0,20.332,2.11,15.623,0.927,10.459,2.802,33.282,84.755
Dominican Republic,2009,DOM,9695269.0,97411530752.0,19.781,2.062,15.287,0.909,10.798,2.851,32.176,83.736
Dominican Republic,2010,DOM,9820181.0,107261000000.0,20.553,1.851,15.622,1.466,11.075,2.964,33.876,87.8
Dominican Republic,2011,DOM,9945622.0,112433000000.0,21.318,2.514,15.564,1.678,11.251,2.925,32.85,86.398
Dominican Republic,2012,DOM,10070410.0,115488000000.0,21.255,1.986,15.675,1.99,11.348,2.851,33.562,95.898
Dominican Republic,2013,DOM,10193837.0,121118000000.0,21.267,2.44,15.14,2.037,11.514,2.857,34.216,91.435
Dominican Republic,2014,DOM,10315524.0,129657000000.0,21.801,3.195,14.656,2.004,11.701,2.896,44.577,87.788
Dominican Republic,2015,DOM,10434826.0,138638000000.0,23.495,2.89,16.57,2.026,11.844,3.053,40.485,97.343
Dominican Republic,2016,DOM,10551430.0,147870000000.0,24.645,2.873,17.855,1.913,12.049,3.146,40.614,103.54
Dominican Republic,2017,DOM,10666846.0,154771000000.0,24.017,3.342,16.447,2.191,12.294,3.199,39.593,102.122
Dominican Republic,2018,DOM,10782049.0,165579000000.0,25.756,3.287,18.181,2.184,12.603,3.578,41.05,112.906
Dominican Republic,2019,DOM,10894043.0,173944000000.0,28.375,3.265,20.452,2.47,12.688,3.51,43.616,120.771
Dominican Republic,2020,DOM,11008297.0,162255000000.0,27.015,7.405,15.154,2.44,12.872,3.513,42.343,104.46
Dominican Republic,2021,DOM,11123480.0,182167000000.0,30.835,6.984,17.719,3.613,13.084,3.403,46.277,111.041
Egypt,1980,EGY,43950414.0,140608000000.0,45.176,1.817,38.703,3.078,34.836,9.664,90.592,211.662
Egypt,1981,EGY,45147227.0,146245000000.0,50.903,2.895,42.598,3.66,35.528,9.925,97.112,241.095
Egypt,1982,EGY,46407613.0,161851000000.0,56.431,3.221,47.005,4.082,37.501,10.151,104.88,268.999
Egypt,1983,EGY,47786402.0,174291000000.0,56.98,2.257,47.848,4.199,38.933,10.03,107.18,290.812
Egypt,1984,EGY,49247335.0,184976000000.0,63.704,2.257,52.941,5.35,41.558,10.07,117.218,317.112
Egypt,1985,EGY,50734974.0,197156000000.0,63.807,2.275,51.864,6.881,43.283,10.296,119.753,328.849
Egypt,1986,EGY,52206295.0,202298000000.0,74.393,2.763,59.906,8.042,42.844,11.143,130.801,336.317
Egypt,1987,EGY,53674436.0,207426000000.0,74.614,2.924,57.484,9.984,45.467,11.411,133.847,356.63
Egypt,1988,EGY,55187678.0,216114000000.0,74.309,2.583,55.488,11.523,45.193,11.715,133.774,361.877
Egypt,1989,EGY,56710641.0,222665000000.0,71.905,2.832,50.762,12.31,46.937,11.497,132.822,381.468
Egypt,1990,EGY,58396625.0,227980000000.0,75.218,3.36,52.075,13.015,48.316,11.752,141.134,391.323
Egypt,1991,EGY,60029001.0,241323000000.0,77.296,2.697,51.839,14.904,55.071,12.33,156.207,396.433
Egypt,1992,EGY,61480663.0,254191000000.0,79.94,2.59,53.132,16.118,52.729,13.63,157.473,392.626
Egypt,1993,EGY,62915681.0,269985000000.0,92.278,3.415,62.757,18.511,53.903,14.437,171.403,392.913
Egypt,1994,EGY,64285594.0,286216000000.0,88.373,3.693,53.089,20.158,54.322,13.884,168.675,413.228
Egypt,1995,EGY,65652622.0,305979000000.0,98.994,2.451,58.104,26.011,56.192,15.701,178.763,437.821
Egypt,1996,EGY,67028046.0,328669000000.0,97.951,3.43,53.652,27.707,57.99,16.253,177.492,461.277
Egypt,1997,EGY,68431737.0,354503000000.0,111.705,2.851,70.384,25.063,58.313,15.748,192.115,480.5
Egypt,1998,EGY,69943298.0,380551000000.0,125.026,2.792,82.594,26.293,55.493,16.516,202.604,500.307
Egypt,1999,EGY,71520952.0,409936000000.0,128.221,2.506,79.54,31.625,59.308,16.51,208.886,536.889
Egypt,2000,EGY,73083287.0,444250000000.0,143.836,3.144,85.32,40.718,58.911,17.427,225.054,568.533
Egypt,2001,EGY,74652034.0,475679000000.0,127.657,2.748,66.434,43.361,60.497,17.624,210.555,593.314
Egypt,2002,EGY,76239138.0,501912000000.0,129.155,2.957,57.133,52.97,63.22,18.172,213.204,610.244
Egypt,2003,EGY,77853549.0,528750000000.0,149.919,3.063,73.293,58.212,65.155,18.744,238.703,645.992
Egypt,2004,EGY,79477439.0,561598000000.0,152.576,3.191,75.638,57.625,66.83,20.198,244.271,682.054
Egypt,2005,EGY,81101013.0,600297000000.0,168.217,3.067,79.21,68.622,73.617,20.398,265.913,699.417
Egypt,2006,EGY,82700405.0,650404000000.0,179.194,2.928,83.689,73.833,76.18,20.368,279.317,736.644
Egypt,2007,EGY,84276227.0,713462000000.0,188.805,2.917,84.763,81.128,77.066,20.574,290.464,784.579
Egypt,2008,EGY,85864791.0,775304000000.0,197.728,2.854,92.404,83.31,79.145,21.429,302.869,831.838
Egypt,2009,EGY,87501636.0,831415000000.0,206.478,2.689,98.719,81.788,78.573,21.587,309.998,861.671
Egypt,2010,EGY,89196070.0,898751000000.0,203.608,4.126,94.255,81.948,74.3,22.378,303.61,895.112
Egypt,2011,EGY,91093068.0,923053000000.0,216.917,1.7,98.549,92.679,75.888,23.001,319.746,941.574
Egypt,2012,EGY,93161001.0,950287000000.0,213.734,1.803,93.025,92.919,76.476,22.751,315.417,979.905
Egypt,2013,EGY,95333551.0,984557000000.0,211.419,1.7,94.639,90.4,73.433,22.453,310.024,973.269
Egypt,2014,EGY,97528656.0,1035720000000.0,226.899,1.495,117.713,81.7,72.096,22.688,324.546,961.971
Egypt,2015,EGY,99597333.0,1079610000000.0,224.48,1.345,112.023,84.151,69.645,23.269,320.049,976.108
Egypt,2016,EGY,101644586.0,1121580000000.0,239.382,1.608,114.868,94.823,70.839,23.856,337.054,1030.261
Egypt,2017,EGY,103696057.0,1158060000000.0,260.675,6.507,119.602,108.405,74.417,23.724,361.697,1070.745
Egypt,2018,EGY,105682093.0,1220660000000.0,249.217,13.007,108.248,102.697,76.526,23.508,351.62,1071.346
Egypt,2019,EGY,107553159.0,1289250000000.0,258.742,10.124,104.065,120.52,75.484,21.128,357.688,1051.106
Egypt,2020,EGY,109315119.0,1307780000000.0,235.358,5.401,90.755,116.631,72.428,21.534,331.726,989.069
Egypt,2021,EGY,110957004.0,1400990000000.0,260.936,8.702,105.186,122.938,75.828,21.797,360.984,1058.743
Egypt,2022,EGY,112618251.0,1460430000000.0,271.169,7.549,121.436,119.903,75.535,22.115,371.285,1106.44
El Salvador,2021,SLV,6255781.0,57771999232.0,7.581,0.004,7.159,0.004,3.732,1.067,10.187,44.682
Estonia,1985,EST,1525281.0,25443762176.0,38.828,25.381,10.993,1.876,3.644,2.886,45.182,118.453
Estonia,1986,EST,1535594.0,26143514624.0,38.826,25.817,10.83,1.598,3.641,2.941,45.171,117.883
Estonia,1987,EST,1547259.0,26398461952.0,37.896,25.847,9.565,1.902,3.663,2.976,44.352,119.666
Estonia,1988,EST,1559099.0,27713411072.0,38.002,25.445,9.763,2.075,3.623,2.937,44.117,117.633
Estonia,1989,EST,1567590.0,29500420096.0,38.932,26.246,9.926,2.042,3.645,2.842,44.981,121.225
Estonia,1990,EST,1570310.0,27066095616.0,36.917,24.435,9.139,2.717,3.674,2.336,42.265,127.585
Estonia,1991,EST,1565380.0,23940081664.0,34.144,22.547,8.21,2.754,3.625,2.039,39.451,116.75
Estonia,1992,EST,1540213.0,20201099264.0,24.418,17.796,4.634,1.605,3.454,1.836,28.734,81.29
Estonia,1993,EST,1504344.0,18206160896.0,19.435,13.589,4.795,0.802,3.145,1.684,21.575,67.562
Estonia,1994,EST,1475716.0,17713297408.0,20.041,14.118,4.455,1.118,2.921,1.561,21.214,68.539
Estonia,1995,EST,1452776.0,18632898560.0,18.055,12.916,3.488,1.284,2.838,1.503,19.572,62.165
Estonia,1996,EST,1434655.0,19286857728.0,19.034,13.451,3.782,1.42,2.845,1.479,20.727,66.012
Estonia,1997,EST,1421494.0,21171918848.0,18.673,13.191,3.671,1.391,2.74,1.478,21.126,65.028
Estonia,1998,EST,1411206.0,21698758656.0,16.933,11.5,3.64,1.332,2.718,1.509,18.912,58.334
Estonia,1999,EST,1403579.0,21126868992.0,15.929,10.921,3.318,1.277,2.753,1.515,18.589,53.738
Estonia,2000,EST,1397001.0,23525730304.0,15.471,10.851,2.719,1.482,2.738,1.542,15.876,55.496
Estonia,2001,EST,1388174.0,24618991616.0,15.87,10.679,3.169,1.594,2.569,1.534,15.641,57.846
Estonia,2002,EST,1379438.0,25689833472.0,15.358,10.382,3.22,1.347,2.428,1.532,17.556,57.607
Estonia,2003,EST,1370849.0,27160244224.0,17.251,12.172,3.161,1.528,2.516,1.581,17.656,62.816
Estonia,2004,EST,1362682.0,28392968192.0,17.322,12.012,3.169,1.727,2.532,1.606,21.721,64.106
Estonia,2005,EST,1354847.0,30566893568.0,17.09,11.745,3.197,1.727,2.425,1.594,19.265,64.464
Estonia,2006,EST,1346884.0,33162229760.0,16.438,11.047,3.207,1.717,2.145,1.587,18.702,63.68
Estonia,2007,EST,1340709.0,35115520000.0,19.93,14.258,3.311,1.711,2.307,1.66,22.13,73.746
Estonia,2008,EST,1337078.0,32659892224.0,17.815,12.322,3.188,1.656,2.523,1.696,20.913,67.856
Estonia,2009,EST,1334528.0,27402481664.0,14.405,10.022,2.902,1.199,2.446,1.631,18.481,58.727
Estonia,2010,EST,1331450.0,27586969600.0,18.965,14.262,3.053,1.301,2.645,1.687,22.656,73.147
Estonia,2011,EST,1327366.0,29217294336.0,18.948,14.182,3.146,1.164,2.687,1.699,22.854,72.963
Estonia,2012,EST,1322616.0,30160490496.0,17.761,12.602,3.229,1.254,2.731,1.719,22.179,73.488
Estonia,2013,EST,1317921.0,30600421376.0,19.634,14.532,3.207,1.194,2.602,1.751,24.037,77.463
Estonia,2014,EST,1314456.0,31521830912.0,18.784,14.072,3.231,1.008,2.723,1.77,23.966,74.161
Estonia,2015,EST,1314581.0,32106016768.0,15.78,11.271,3.334,0.903,2.716,1.774,21.29,68.626
Estonia,2016,EST,1315850.0,33119084544.0,17.433,12.763,3.427,0.991,2.651,1.728,22.339,70.763
Estonia,2017,EST,1317432.0,35037376512.0,18.616,13.877,3.436,0.912,2.772,1.766,23.968,78.484
Estonia,2018,EST,1321971.0,36363239424.0,17.801,13.063,3.398,0.958,2.953,1.755,23.467,77.879
Estonia,2019,EST,1326821.0,37723176960.0,12.288,7.776,3.256,0.882,2.819,1.753,17.519,62.761
Estonia,2020,EST,1329674.0,37515272192.0,9.198,5.277,3.03,0.806,1.725,1.739,13.254,58.733
Estonia,2021,EST,1331750.0,40521482240.0,10.391,6.458,2.929,0.916,1.742,1.744,14.439,61.401
Estonia,2022,EST,1350092.0,39999856640.0,11.757,7.877,3.133,0.679,1.604,1.782,15.699,63.392
Finland,1980,FIN,4779361.0,98649604096.0,58.139,20.012,35.517,1.766,22.035,7.579,88.981,264.663
Finland,1981,FIN,4799850.0,100487000000.0,51.403,17.514,31.646,1.403,22.13,7.207,82.168,267.23
Finland,1982,FIN,4826882.0,103755000000.0,42.976,12.032,28.767,1.323,21.655,7.296,72.249,263.894
Finland,1983,FIN,4855793.0,106555000000.0,41.463,12.828,26.483,1.282,21.937,7.656,71.414,261.366
Finland,1984,FIN,4881827.0,109772000000.0,42.147,15.035,24.903,1.462,22.683,7.714,71.91,272.34
Finland,1985,FIN,4902263.0,113466000000.0,49.549,19.032,27.929,1.861,22.643,7.442,79.731,285.741
Finland,1986,FIN,4918255.0,116154000000.0,53.214,16.997,33.32,2.261,22.579,7.501,83.992,289.027
Finland,1987,FIN,4932259.0,120921000000.0,57.533,20.329,33.575,2.994,22.704,7.367,88.434,304.3
Finland,1988,FIN,4946629.0,126851000000.0,52.058,19.734,28.451,3.206,22.662,7.298,83.488,302.309
Finland,1989,FIN,4964527.0,134045000000.0,52.448,19.004,28.482,4.261,22.663,7.636,84.31,303.614
Finland,1990,FIN,4986574.0,134055000000.0,56.921,22.136,27.663,5.154,25.182,7.74,93.537,323.249
Finland,1991,FIN,5013889.0,126220000000.0,55.195,21.392,26.813,5.384,25.076,7.438,89.008,330.758
Finland,1992,FIN,5042147.0,122117000000.0,54.272,20.681,26.659,5.576,24.672,6.724,86.566,329.675
Finland,1993,FIN,5066592.0,121309000000.0,56.32,23.405,25.609,5.823,24.691,6.878,90.546,332.511
Finland,1994,FIN,5088454.0,126179000000.0,61.74,27.598,26.411,6.296,24.847,7.058,95.45,349.031
Finland,1995,FIN,5107920.0,131586000000.0,58.122,24.661,25.595,6.51,23.874,7.167,91.378,332.74
Finland,1996,FIN,5124716.0,136506000000.0,64.04,29.761,26.035,6.79,22.691,7.226,97.102,347.479
Finland,1997,FIN,5139926.0,145148000000.0,62.703,28.501,26.019,6.647,23.427,7.295,98.262,352.381
Finland,1998,FIN,5153548.0,153139000000.0,59.358,23.721,26.575,7.592,21.737,7.011,95.13,364.244
Finland,1999,FIN,5165515.0,160064000000.0,58.874,23.039,26.726,7.572,23.261,6.999,98.086,357.149
Finland,2000,FIN,5176198.0,169210000000.0,57.017,21.989,25.824,7.717,22.739,7.264,96.358,359.11
Finland,2001,FIN,5187973.0,173704000000.0,62.521,26.129,26.447,8.391,23.112,7.569,103.839,366.894
Finland,2002,FIN,5200549.0,176751000000.0,65.049,28.309,26.809,8.341,22.232,7.754,107.646,368.768
Finland,2003,FIN,5212955.0,180408000000.0,72.658,35.018,26.925,9.231,22.841,7.984,117.552,394.928
Finland,2004,FIN,5228144.0,187634000000.0,68.946,31.642,26.915,8.87,25.073,7.906,117.6,393.254
Finland,2005,FIN,5246083.0,192991000000.0,57.064,21.041,26.364,8.124,22.52,7.669,104.573,357.548
Finland,2006,FIN,5266247.0,200967000000.0,68.373,31.585,26.453,8.688,24.863,7.875,117.402,383.512
Finland,2007,FIN,5288716.0,211541000000.0,66.764,30.349,26.646,8.118,19.962,8.041,112.913,382.192
Finland,2008,FIN,5313381.0,213226000000.0,58.625,23.676,24.941,8.36,19.892,7.808,104.312,368.496
Finland,2009,FIN,5338855.0,195739000000.0,55.92,22.9,24.198,7.501,19.601,7.169,99.086,341.288
Finland,2010,FIN,5363347.0,201746000000.0,64.092,29.146,25.131,8.274,20.164,7.836,108.295,371.291
Finland,2011,FIN,5388236.0,207084000000.0,56.647,24.084,23.766,7.254,19.764,7.533,99.943,349.923
Finland,2012,FIN,5413978.0,204190000000.0,51.155,19.596,23.673,6.463,21.667,7.421,96.812,340.459
Finland,2013,FIN,5439058.0,202349000000.0,51.719,21.36,22.841,6.064,20.656,7.396,96.985,341.801
Finland,2014,FIN,5461686.0,201611000000.0,47.622,19.327,21.543,5.393,19.71,7.485,92.371,329.823
Finland,2015,FIN,5479718.0,202707000000.0,44.192,16.843,21.386,4.724,18.53,7.349,88.243,328.893
Finland,2016,FIN,5495469.0,208406000000.0,47.251,18.66,22.94,4.207,15.603,7.388,89.421,334.083
Finland,2017,FIN,5508399.0,215059000000.0,44.657,17.089,22.214,3.887,14.619,7.358,88.048,327.216
Finland,2018,FIN,5515732.0,217510000000.0,45.734,17.924,22.045,4.412,14.025,7.507,89.644,333.841
Finland,2019,FIN,5521755.0,220174000000.0,42.442,15.252,21.657,4.309,13.489,7.593,87.362,326.982
Finland,2020,FIN,5529617.0,214989000000.0,37.7,11.863,20.256,4.357,12.712,7.221,81.102,313.95
Finland,2021,FIN,5541068.0,221538000000.0,37.798,12.646,19.541,4.327,12.056,7.203,83.426,320.64
Finland,2022,FIN,5569299.0,226155000000.0,36.367,12.145,20.567,2.403,11.25,7.221,82.708,320.73
France,1980,FRA,53941061.0,1297120000000.0,512.218,127.31,318.882,49.953,107.137,65.937,670.615,2327.355
France,1981,FRA,54255004.0,1310460000000.0,460.491,112.028,282.906,50.946,106.413,65.583,617.985,2293.176
France,1982,FRA,54582405.0,1343410000000.0,441.564,115.041,264.879,49.027,104.855,67.892,601.101,2210.503
France,1983,FRA,54889407.0,1359070000000.0,424.455,101.822,258.226,53.568,104.743,71.927,593.586,2259.899
France,1984,FRA,55176626.0,1379100000000.0,413.169,100.265,248.02,54.927,104.387,71.445,584.52,2338.574
France,1985,FRA,55467154.0,1398410000000.0,406.314,97.292,241.93,56.868,101.94,68.941,574.481,2415.445
France,1986,FRA,55752833.0,1431630000000.0,391.448,79.748,244.759,56.833,100.855,67.876,554.539,2472.164
France,1987,FRA,56048365.0,1467810000000.0,388.852,74.706,249.572,54.531,97.46,66.604,542.296,2528.032
France,1988,FRA,56361846.0,1532320000000.0,386.506,76.869,244.175,54.778,93.401,66.582,543.74,2561.471
France,1989,FRA,56685081.0,1594470000000.0,400.329,80.876,252.494,55.736,92.899,60.715,564.648,2593.291
France,1990,FRA,56990239.0,1636210000000.0,393.717,80.44,233.972,59.049,91.967,56.171,564.508,2649.823
France,1991,FRA,57271563.0,1654070000000.0,417.859,85.989,245.485,66.698,91.649,61.582,611.886,2834.176
France,1992,FRA,57554865.0,1681420000000.0,407.316,77.892,243.548,67.708,90.78,61.167,582.763,2857.941
France,1993,FRA,57801260.0,1672000000000.0,387.699,63.036,239.495,67.874,89.625,60.284,542.568,2853.888
France,1994,FRA,57999868.0,1712090000000.0,380.793,61.766,233.579,67.462,89.162,60.253,521.044,2824.76
France,1995,FRA,58192206.0,1748660000000.0,385.81,62.935,236.348,68.639,89.163,62.784,517.262,2904.198
France,1996,FRA,58380637.0,1773840000000.0,402.156,65.29,243.36,75.755,89.258,64.752,527.9,3012.348
France,1997,FRA,58568662.0,1816390000000.0,394.845,61.266,240.95,75.041,88.324,59.042,505.816,2965.679
France,1998,FRA,58778817.0,1882050000000.0,413.259,71.286,247.031,76.827,88.023,48.953,508.495,3037.222
France,1999,FRA,59084208.0,1949850000000.0,412.021,66.37,247.611,80.664,87.827,46.585,497.546,3078.016
France,2000,FRA,59483716.0,2031680000000.0,406.139,65.668,238.715,84.16,89.975,45.816,486.069,3117.909
France,2001,FRA,59905130.0,2077790000000.0,410.445,56.01,248.684,88.274,89.813,45.166,483.233,3143.046
France,2002,FRA,60327247.0,2107320000000.0,405.947,58.579,242.252,87.873,88.445,43.734,475.422,3118.919
France,2003,FRA,60741121.0,2130940000000.0,411.965,59.184,244.12,91.564,87.194,43.46,480.439,3153.042
France,2004,FRA,61175243.0,2196880000000.0,413.379,58.254,244.202,93.194,86.452,43.065,481.08,3180.13
France,2005,FRA,61625030.0,2238790000000.0,415.795,62.071,241.28,94.908,85.606,41.583,480.763,3154.079
France,2006,FRA,62049831.0,2297020000000.0,406.157,59.521,236.189,92.313,84.648,40.298,467.879,3128.931
France,2007,FRA,62432438.0,2354670000000.0,396.01,61.413,226.863,89.18,84.603,40.849,459.152,3075.79
France,2008,FRA,62780187.0,2362450000000.0,389.094,56.225,222.805,91.986,84.82,39.535,452.273,3084.845
France,2009,FRA,63106461.0,2295350000000.0,370.876,45.205,218.919,90.679,83.14,38.003,432.272,2908.91
France,2010,FRA,63417366.0,2342490000000.0,376.457,49.122,215.221,96.099,83.148,38.572,440.891,3001.231
France,2011,FRA,63733777.0,2393400000000.0,354.375,42.131,208.439,87.628,80.798,37.296,415.609,2897.027
France,2012,FRA,64058465.0,2400900000000.0,356.439,46.799,204.283,90.402,79.995,37.961,421.587,2894.028
France,2013,FRA,64387736.0,2414730000000.0,358.703,49.56,203.476,91.016,79.921,38.785,429.351,2924.146
France,2014,FRA,64692495.0,2437820000000.0,326.842,39.554,196.836,76.291,78.972,38.765,397.709,2796.844
France,2015,FRA,64916336.0,2464950000000.0,331.49,38.043,198.718,81.258,77.569,39.494,404.058,2822.273
France,2016,FRA,65086852.0,2491960000000.0,334.2,35.924,196.022,88.941,77.6,38.028,406.95,2765.453
France,2017,FRA,65284775.0,2549060000000.0,337.101,39.939,194.975,89.163,77.388,39.444,420.275,2754.919
France,2018,FRA,65519539.0,2596600000000.0,321.94,35.138,188.516,84.658,77.368,37.828,395.309,2788.956
France,2019,FRA,65729460.0,2644450000000.0,315.015,29.451,186.42,85.921,75.042,37.17,384.757,2729.562
France,2020,FRA,65905273.0,2438590000000.0,280.49,23.937,164.503,80.005,72.295,36.527,347.789,2441.166
France,2021,FRA,66083547.0,2604820000000.0,305.607,30.505,178.538,84.289,71.252,35.506,372.31,2593.625
France,2022,FRA,66277412.0,2671570000000.0,293.502,25.994,179.441,76.353,70.111,34.549,356.965,2298.56
Georgia,1992,GEO,5294187.0,28371171328.0,15.277,0.968,5.047,9.06,3.922,2.249,18.148,94.202
Georgia,1993,GEO,5178784.0,19963504640.0,9.916,0.638,2.261,6.896,3.656,2.069,12.324,58.143
Georgia,1994,GEO,5046269.0,17806249984.0,6.068,0.337,1.118,4.573,3.201,1.845,7.567,44.816
Georgia,1995,GEO,4925743.0,18187118592.0,2.29,0.157,0.406,1.686,3.293,1.601,3.137,44.256
Georgia,1996,GEO,4812774.0,19998468096.0,4.054,0.161,2.407,1.451,3.459,1.718,5.75,46.533
Georgia,1997,GEO,4695360.0,22010933248.0,4.426,0.029,2.609,1.751,3.418,1.878,6.824,47.934
Georgia,1998,GEO,4576449.0,22536773632.0,4.939,0.077,3.036,1.745,3.379,1.737,6.589,48.536
Georgia,1999,GEO,4455583.0,23091341312.0,4.311,0.062,2.533,1.578,3.429,1.821,6.236,47.084
Georgia,2000,GEO,4328363.0,23550476288.0,4.5,0.059,2.121,2.18,3.504,1.938,6.675,40.194
Georgia,2001,GEO,4209640.0,24543621120.0,3.725,0.055,1.676,1.859,3.491,1.49,5.77,37.133
Georgia,2002,GEO,4127853.0,25794086912.0,3.348,0.055,1.601,1.554,3.542,1.721,12.374,43.765
Georgia,2003,GEO,4085489.0,28539725824.0,3.732,0.114,1.715,1.766,3.635,1.77,3.677,38.952
Georgia,2004,GEO,4056076.0,30055112704.0,4.272,0.172,1.55,2.382,3.606,1.786,4.579,40.229
Georgia,2005,GEO,4026135.0,32780623872.0,5.014,0.18,1.865,2.792,3.559,1.855,4.745,45.765
Georgia,2006,GEO,3996585.0,35705815040.0,6.093,0.18,2.096,3.642,3.495,1.826,5.48,41.373
Georgia,2007,GEO,3967592.0,40006942720.0,6.362,0.381,2.521,3.287,3.461,1.784,5.367,51.746
Georgia,2008,GEO,3941193.0,40781279232.0,5.309,0.454,2.206,2.477,3.146,1.721,4.337,51.765
Georgia,2009,GEO,3918936.0,39112876032.0,6.136,0.51,2.808,2.486,3.131,1.708,4.982,52.634
Georgia,2010,GEO,3895933.0,41359835136.0,6.208,0.798,2.761,2.322,3.156,1.751,5.085,56.745
Georgia,2011,GEO,3868723.0,44138041344.0,7.805,1.077,2.708,3.451,3.178,1.762,7.049,52.819
Georgia,2012,GEO,3839208.0,46970388480.0,8.254,1.18,2.719,3.77,3.33,1.849,9.52,54.695
Georgia,2013,GEO,3809128.0,48668827648.0,8.013,1.205,2.656,3.528,3.45,1.955,7.909,61.591
Georgia,2014,GEO,3792921.0,50830708736.0,8.939,1.172,2.831,4.311,3.504,1.953,9.284,64.329
Georgia,2015,GEO,3791571.0,52369350656.0,9.756,1.111,3.218,4.75,3.238,1.816,9.192,68.213
Georgia,2016,GEO,3792061.0,53891203072.0,10.068,1.033,3.877,4.463,3.236,1.813,9.558,72.101
Georgia,2017,GEO,3792861.0,56501157888.0,10.173,1.158,3.528,4.701,3.211,1.746,9.21,71.688
Georgia,2018,GEO,3794881.0,59237502976.0,10.063,1.209,3.419,4.679,3.142,1.715,9.074,73.12
Georgia,2019,GEO,3796721.0,62188711936.0,10.887,0.975,3.587,5.302,3.104,1.687,10.113,74.132
Georgia,2020,GEO,3795680.0,57984757760.0,10.575,0.857,3.458,5.322,3.096,1.822,10.456,70.411
Georgia,2021,GEO,3788450.0,64053444608.0,11.094,0.861,3.687,5.52,3.171,1.674,10.962,78.297
Germany,1980,DEU,78315374.0,1761470000000.0,1100.066,551.176,412.456,115.453,173.778,74.64,1317.914,4239.232
Germany,1981,DEU,78448044.0,1768200000000.0,1048.523,557.749,361.3,110.001,173.523,73.312,1264.377,4107.233
Germany,1982,DEU,78393671.0,1753140000000.0,1015.734,550.813,344.464,102.017,171.223,70.827,1225.822,3962.491
Germany,1983,DEU,78224137.0,1784300000000.0,1011.605,553.738,333.397,106.021,166.107,72.59,1217.905,4018.511
Germany,1984,DEU,77998199.0,1834590000000.0,1033.245,572.331,334.89,108.531,164.089,74.766,1240.124,4166.991
Germany,1985,DEU,77863423.0,1874770000000.0,1044.118,579.376,340.222,108.532,166.099,71.576,1250.169,4290.329
Germany,1986,DEU,77923807.0,1916180000000.0,1047.472,573.762,356.828,100.551,163.805,69.851,1249.147,4254.676
Germany,1987,DEU,78062321.0,1945060000000.0,1032.443,560.224,345.535,109.547,159.258,71.044,1231.774,4291.178
Germany,1988,DEU,78385993.0,2009990000000.0,1029.024,552.861,351.26,107.637,155.944,70.797,1224.476,4305.766
Germany,1989,DEU,79007063.0,2075680000000.0,1008.792,546.779,322.795,121.909,154.409,72.974,1205.992,4260.189
Germany,1990,DEU,79707964.0,2015550000000.0,1054.796,569.117,333.324,122.281,151.419,68.93,1239.971,4192.642
Germany,1991,DEU,80303189.0,2141320000000.0,1016.93,504.043,355.311,130.146,144.657,70.446,1195.369,4090.643
Germany,1992,DEU,80934901.0,2204950000000.0,969.464,454.311,357.981,129.3,136.858,67.578,1141.427,4009.338
Germany,1993,DEU,81486770.0,2206290000000.0,959.386,430.776,364.629,136.252,131.406,64.321,1123.537,3991.526
Germany,1994,DEU,81773612.0,2283950000000.0,943.228,418.185,353.812,142.15,127.507,68.145,1112.542,3954.172
