Name,year,iso_code,population,gdp,co2,coal_co2,oil_co2,gas_co2,methane,nitrous_oxide,total_ghg,primary_energy_consumption
Afghanistan,1980,AFG,13169312.0,15329836032.0,1.756,0.316,0.925,0.187,11.657,3.351,20.068,7.791
Afghanistan,1981,AFG,11937587.0,15645343744.0,1.978,0.333,1.015,0.304,11.608,3.321,20.145,8.777
Afghanistan,1982,AFG,10991382.0,15980409856.0,2.095,0.385,0.993,0.396,11.494,3.368,19.83,9.348
Afghanistan,1983,AFG,10917986.0,16755333120.0,2.52,0.385,1.22,0.616,11.019,3.172,19.465,11.436
Afghanistan,1984,AFG,11190220.0,17072152576.0,2.822,0.393,1.134,0.932,10.076,3.005,18.387,11.489
Afghanistan,1985,AFG,11426855.0,17108480000.0,3.501,0.4,1.548,1.192,9.337,2.794,17.89,11.217
Afghanistan,1986,AFG,11420074.0,17641345024.0,3.134,0.425,1.14,1.202,8.131,2.389,15.693,11.462
Afghanistan,1987,AFG,11387824.0,15810816000.0,3.114,0.443,2.013,0.392,8.149,2.592,15.699,18.483
Afghanistan,1988,AFG,11523299.0,14499068928.0,2.857,0.366,1.821,0.44,8.332,2.699,15.688,32.596
Afghanistan,1989,AFG,11874088.0,13489497088.0,2.765,0.337,1.865,0.48,7.832,2.684,14.936,32.052
Afghanistan,1990,AFG,12045664.0,13065984000.0,2.024,0.278,1.271,0.403,7.86,2.645,13.892,31.746
Afghanistan,1991,AFG,12238879.0,12047362048.0,1.914,0.25,1.204,0.389,8.221,2.72,14.178,13.903
Afghanistan,1992,AFG,13278982.0,12677539840.0,1.482,0.022,1.03,0.363,8.377,2.666,12.514,9.168
Afghanistan,1993,AFG,14943174.0,9834582016.0,1.487,0.018,1.048,0.352,8.579,2.705,11.804,9.105
Afghanistan,1994,AFG,16250799.0,7919856640.0,1.454,0.015,1.032,0.338,8.974,2.552,12.282,8.816
Afghanistan,1995,AFG,17065836.0,12307525632.0,1.417,0.015,1.011,0.322,9.505,2.672,13.319,7.429
Afghanistan,1996,AFG,17763265.0,12070125568.0,1.37,0.007,0.986,0.308,10.506,2.899,15.723,7.286
Afghanistan,1997,AFG,18452100.0,11850753024.0,1.304,0.004,0.949,0.282,11.334,3.186,18.584,6.938
Afghanistan,1998,AFG,19159996.0,11692171264.0,1.279,0.004,0.942,0.264,11.976,3.453,17.581,6.752
Afghanistan,1999,AFG,19887791.0,11517316096.0,1.092,0.004,0.777,0.242,12.904,3.699,19.208,6.749
Afghanistan,2000,AFG,20130334.0,11283793920.0,1.047,0.004,0.788,0.224,11.643,3.221,16.955,5.914
Afghanistan,2001,AFG,20284303.0,11021273088.0,1.069,0.07,0.762,0.209,10.357,2.852,15.772,4.664
Afghanistan,2002,AFG,21378123.0,18804871168.0,1.341,0.055,0.727,0.547,12.464,3.298,20.735,4.428
Afghanistan,2003,AFG,22733054.0,21074343936.0,1.56,0.092,0.992,0.466,12.859,3.433,21.423,5.208
Afghanistan,2004,AFG,23560656.0,22332569600.0,1.237,0.092,0.909,0.227,12.922,3.41,20.057,4.81
Afghanistan,2005,AFG,24404574.0,25397686272.0,1.89,0.106,1.447,0.33,13.275,3.559,20.766,6.153
Afghanistan,2006,AFG,25424100.0,28704399360.0,2.159,0.161,1.657,0.329,13.566,3.416,21.007,7.745
Afghanistan,2007,AFG,25909852.0,34507530240.0,2.8,0.747,1.733,0.308,13.974,3.363,21.89,9.177
Afghanistan,2008,AFG,26482629.0,36561043456.0,4.254,1.078,2.864,0.297,15.253,3.662,24.754,16.063
Afghanistan,2009,AFG,27466101.0,44358721536.0,6.392,1.514,4.594,0.271,15.66,3.964,27.462,26.702
Afghanistan,2010,AFG,28284088.0,47399424000.0,8.365,2.246,5.833,0.271,17.641,4.382,31.581,33.345
Afghanistan,2011,AFG,29347709.0,53326336000.0,11.838,4.181,7.335,0.308,18.205,4.516,35.634,42.005
Afghanistan,2012,AFG,30560036.0,59166900224.0,10.035,3.125,6.573,0.308,18.094,4.532,33.622,40.341
Afghanistan,2013,AFG,31622708.0,62993698816.0,9.229,3.303,5.593,0.297,18.228,4.544,32.971,33.459
Afghanistan,2014,AFG,32792527.0,64346107904.0,9.086,3.621,5.165,0.271,18.683,4.819,33.681,28.417
Afghanistan,2015,AFG,33831765.0,62783393792.0,9.67,2.722,6.625,0.282,18.048,4.798,33.569,32.744
Afghanistan,2016,AFG,34700614.0,64372215808.0,8.906,2.718,5.794,0.319,18.125,4.767,33.088,29.884
Afghanistan,2017,AFG,35688942.0,65169281024.0,9.677,3.257,6.075,0.3,18.182,4.969,36.574,29.56
Afghanistan,2018,AFG,36743040.0,65996738560.0,10.602,3.633,6.619,0.293,18.741,4.876,36.748,33.908
Afghanistan,2019,AFG,37856126.0,73085706240.0,10.825,3.701,6.841,0.245,18.734,4.628,39.145,30.314
Afghanistan,2020,AFG,39068978.0,71417708544.0,11.606,4.116,7.275,0.154,18.086,4.539,37.833,27.393
Afghanistan,2021,AFG,40000411.0,56638849024.0,10.272,3.397,6.701,0.158,18.751,4.387,38.313,27.135
Albania,1980,ALB,2735423.0,9993752576.0,5.171,2.323,1.572,0.773,3.93,1.258,11.315,47.765
Albania,1981,ALB,2790413.0,10248711168.0,7.34,2.644,3.494,0.806,3.944,1.281,13.298,47.491
Albania,1982,ALB,2846910.0,10517106688.0,7.308,2.88,3.144,0.865,4.389,1.286,13.552,47.725
Albania,1983,ALB,2905129.0,10795983872.0,7.631,3.103,3.129,0.975,4.682,1.326,14.29,49.627
Albania,1984,ALB,2964961.0,11080088576.0,7.826,3.4,2.946,1.044,4.334,1.35,13.954,49.941
Albania,1985,ALB,3026245.0,11371456512.0,7.882,3.723,2.755,0.971,4.261,1.322,13.866,49.839
Albania,1986,ALB,3087659.0,11669744640.0,8.058,3.708,2.869,1.052,4.376,1.354,14.044,48.672
Albania,1987,ALB,3148843.0,11975300096.0,7.447,3.735,2.823,0.451,4.524,1.353,13.87,48.838
Albania,1988,ALB,3212924.0,12296424448.0,7.329,4.018,2.577,0.356,4.477,1.414,13.367,49.409
Albania,1989,ALB,3260370.0,12617018368.0,8.986,4.056,4.096,0.447,4.56,1.495,15.632,46.991
Albania,1990,ALB,3277964.0,12947849216.0,5.521,2.499,2.173,0.465,4.055,1.414,11.402,33.658
Albania,1991,ALB,3282607.0,9375856640.0,4.29,1.48,2.228,0.275,4.167,1.09,9.837,28.23
Albania,1992,ALB,3282506.0,8745674752.0,2.517,0.8,1.416,0.198,3.372,1.031,7.078,24.674
Albania,1993,ALB,3277830.0,9636341760.0,2.338,0.6,1.478,0.157,3.523,1.095,6.721,21.638
Albania,1994,ALB,3269417.0,10596114432.0,1.924,0.169,1.605,0.099,4.108,1.312,6.685,20.567
Albania,1995,ALB,3258571.0,11600732160.0,2.089,0.161,1.773,0.051,4.052,1.305,6.818,22.728
Albania,1996,ALB,3245681.0,12468868096.0,2.018,0.114,1.755,0.044,3.866,1.169,6.404,25.011
Albania,1997,ALB,3229665.0,11020137472.0,1.543,0.044,1.411,0.037,3.613,1.101,5.623,22.844
Albania,1998,ALB,3210133.0,12026242048.0,1.755,0.055,1.623,0.033,3.467,1.143,5.891,24.572
Albania,1999,ALB,3188596.0,13673693184.0,2.986,0.11,2.792,0.029,3.501,1.143,6.918,22.114
Albania,2000,ALB,3166147.0,14736835584.0,3.025,0.07,2.84,0.022,3.554,1.196,6.754,28.732
Albania,2001,ALB,3147941.0,16103904256.0,3.221,0.081,3.125,0.015,3.495,1.163,6.906,27.233
Albania,2002,ALB,3134094.0,17037279232.0,3.748,0.084,3.638,0.026,3.459,1.301,7.369,29.497
Albania,2003,ALB,3118092.0,18171076608.0,4.303,0.084,3.891,0.026,3.479,1.315,8.418,33.27
Albania,2004,ALB,3098663.0,19346601984.0,4.177,0.084,3.759,0.033,3.41,1.26,7.493,35.487
Albania,2005,ALB,3076155.0,20562851840.0,4.261,0.073,3.91,0.022,3.396,1.273,9.992,35.014
Albania,2006,ALB,3050804.0,21889974272.0,3.911,0.073,3.54,0.022,3.363,1.237,8.009,32.967
Albania,2007,ALB,3022887.0,23259283456.0,3.949,0.073,3.375,0.033,3.241,1.214,10.685,28.377
Albania,2008,ALB,2992933.0,25006229504.0,4.397,0.103,3.796,0.015,3.065,1.149,9.942,30.991
Albania,2009,ALB,2961487.0,25821550592.0,4.407,0.388,3.415,0.018,2.956,1.136,8.565,33.773
Albania,2010,ALB,2928730.0,26747820032.0,4.784,0.429,3.492,0.026,2.988,1.129,8.989,36.061
Albania,2011,ALB,2911500.0,27431047168.0,5.315,0.535,3.774,0.029,2.941,1.172,9.643,31.486
Albania,2012,ALB,2910003.0,27819812864.0,4.85,0.627,3.155,0.029,3.006,1.168,9.325,30.81
Albania,2013,ALB,2907570.0,28098562048.0,5.287,0.795,3.331,0.033,3.035,1.145,9.658,38.665
Albania,2014,ALB,2903748.0,28597168128.0,6.0,1.029,3.856,0.059,3.11,1.164,10.475,34.06
Albania,2015,ALB,2898634.0,29231665152.0,4.712,0.322,3.338,0.062,3.144,1.202,9.692,34.083
Albania,2016,ALB,2897868.0,30200692736.0,4.632,0.191,3.36,0.161,3.104,1.231,9.101,39.827
Albania,2017,ALB,2898247.0,31348975616.0,5.293,0.275,3.808,0.168,3.099,1.207,9.766,36.863
Albania,2018,ALB,2894231.0,32609001472.0,4.895,0.473,3.331,0.15,3.117,1.108,9.081,42.032
Albania,2019,ALB,2885012.0,33289746432.0,4.827,0.322,3.44,0.132,2.888,1.132,8.669,33.296
Albania,2020,ALB,2871951.0,32130725888.0,4.711,0.568,2.719,0.103,2.704,1.039,8.12,31.988
Albania,2021,ALB,2849643.0,34866974720.0,5.134,0.857,2.863,0.103,2.679,0.836,8.267,40.253
Algeria,1980,DZA,18607175.0,94481645568.0,66.416,1.608,18.62,25.479,54.302,3.85,125.339,177.143
Algeria,1981,DZA,19220708.0,96860520448.0,46.342,1.909,18.157,11.165,52.38,3.553,103.515,215.186
Algeria,1982,DZA,19872354.0,103074000000.0,39.173,1.975,18.642,7.17,54.068,3.961,95.699,248.112
Algeria,1983,DZA,20558121.0,108430000000.0,52.504,3.148,22.022,16.61,57.175,4.107,120.155,270.967
Algeria,1984,DZA,21271969.0,114407000000.0,70.947,4.027,22.768,30.51,59.249,4.278,137.516,260.196
Algeria,1985,DZA,22008541.0,120364000000.0,72.609,3.078,22.504,27.7,61.451,4.511,141.183,262.297
Algeria,1986,DZA,22745500.0,119145000000.0,76.08,2.726,22.761,33.086,63.773,4.551,148.3,277.491
Algeria,1987,DZA,23443628.0,118321000000.0,83.883,2.968,25.091,40.117,66.034,4.426,157.117,285.168
Algeria,1988,DZA,24109537.0,115822000000.0,83.708,2.975,27.285,38.972,66.274,4.199,156.991,305.422
Algeria,1989,DZA,24754488.0,119762000000.0,79.808,2.986,25.153,36.673,70.035,4.289,155.679,297.068
Algeria,1990,DZA,25375816.0,117843000000.0,76.738,2.942,23.204,38.908,73.687,4.447,160.869,314.974
Algeria,1991,DZA,25987937.0,121105000000.0,78.807,2.689,26.066,38.428,72.924,4.49,169.126,312.095
Algeria,1992,DZA,26628568.0,127983000000.0,79.883,2.378,28.678,31.932,74.175,4.613,165.198,320.227
Algeria,1993,DZA,27277040.0,130276000000.0,81.944,1.924,27.993,36.098,79.055,4.75,171.063,297.995
Algeria,1994,DZA,27887276.0,134280000000.0,88.608,2.286,30.45,37.386,78.543,4.414,175.045,301.921
Algeria,1995,DZA,28470194.0,145055000000.0,96.777,1.935,27.081,47.222,86.484,4.093,192.565,313.145
Algeria,1996,DZA,29033045.0,156579000000.0,100.039,1.407,27.407,50.567,88.907,4.112,196.756,309.925
Algeria,1997,DZA,29579300.0,164644000000.0,88.369,1.381,30.019,39.007,83.84,4.06,179.375,297.86
Algeria,1998,DZA,30054135.0,179963000000.0,106.537,2.11,33.09,54.641,82.317,4.699,196.014,308.349
Algeria,1999,DZA,30474359.0,193180000000.0,91.449,2.173,22.188,50.92,85.214,4.802,183.054,311.434
Algeria,2000,DZA,30903895.0,208554000000.0,85.399,1.96,26.828,38.534,90.853,4.838,183.103,299.946
Algeria,2001,DZA,31331226.0,223420000000.0,86.839,2.096,28.458,41.029,80.836,5.132,175.084,310.813
Algeria,2002,DZA,31750833.0,245361000000.0,90.692,2.609,29.495,44.653,77.021,4.925,175.335,321.951
Algeria,2003,DZA,32175813.0,273569000000.0,94.581,2.788,31.943,44.027,84.692,5.19,187.613,336.922
Algeria,2004,DZA,32628286.0,296774000000.0,91.714,1.924,32.818,41.209,82.043,5.854,181.704,349.778
Algeria,2005,DZA,33109258.0,326854000000.0,110.993,2.363,31.052,61.211,84.015,5.31,201.883,366.272
Algeria,2006,DZA,33623505.0,345705000000.0,105.896,2.7,35.233,49.306,88.032,5.29,200.438,379.22
Algeria,2007,DZA,34189420.0,371665000000.0,109.889,3.012,38.322,51.076,83.362,6.235,200.464,399.64
Algeria,2008,DZA,34816962.0,395659000000.0,111.087,3.008,37.363,51.551,86.949,6.001,204.95,423.557
Algeria,2009,DZA,35490443.0,418248000000.0,118.856,1.594,44.891,54.894,79.77,6.606,205.922,448.859
Algeria,2010,DZA,36188236.0,450706000000.0,118.353,1.216,45.365,53.368,85.123,6.91,210.812,438.995
Algeria,2011,DZA,36903375.0,482029000000.0,125.095,1.048,46.92,56.721,84.706,7.086,217.176,464.488
Algeria,2012,DZA,37646164.0,498418000000.0,135.674,1.037,48.539,64.114,86.508,7.614,229.93,507.672
Algeria,2013,DZA,38414176.0,512373000000.0,140.786,0.725,51.919,65.45,84.753,7.706,233.758,536.977
Algeria,2014,DZA,39205035.0,531844000000.0,151.283,0.546,52.885,73.831,88.161,8.042,247.471,585.613
Algeria,2015,DZA,40019528.0,551522000000.0,160.087,0.502,55.59,78.769,88.764,8.19,257.118,617.518
Algeria,2016,DZA,40850720.0,569170000000.0,158.482,0.0,54.627,78.677,93.74,8.193,260.646,616.996
Algeria,2017,DZA,41689304.0,577139000000.0,165.174,0.865,55.323,82.352,93.668,8.175,267.287,623.795
Algeria,2018,DZA,42505033.0,584064000000.0,172.705,1.451,56.233,88.885,93.982,8.316,276.094,669.62
Algeria,2019,DZA,43294550.0,589905000000.0,179.907,1.198,59.637,91.998,91.641,8.4,280.463,694.349
Algeria,2020,DZA,44042093.0,559820000000.0,168.178,0.542,54.125,87.024,87.372,8.036,264.184,648.899
Algeria,2021,DZA,44761101.0,578854000000.0,179.596,1.107,57.343,96.259,94.872,8.119,283.354,707.627
Algeria,2022,DZA,45477391.0,595820000000.0,184.558,0.775,57.407,100.626,96.622,8.165,290.326,734.191
Angola,1980,AGO,8133868.0,10330398720.0,5.334,0.0,2.658,0.147,20.136,10.364,43.88,17.105
Angola,1981,AGO,8435604.0,10119853056.0,5.267,0.0,2.763,0.172,17.763,8.538,39.207,16.958
Angola,1982,AGO,8751653.0,9643454464.0,4.635,0.0,2.156,0.172,19.32,10.793,41.36,18.173
Angola,1983,AGO,9082985.0,9325808640.0,5.101,0.0,2.535,0.198,20.563,10.591,42.133,19.43
Angola,1984,AGO,9425922.0,9370042368.0,4.986,0.0,2.292,0.22,18.101,7.377,36.68,17.553
Angola,1985,AGO,9779125.0,9420208128.0,4.676,0.0,1.96,0.22,19.022,7.912,37.444,21.619
Angola,1986,AGO,10139458.0,8569987072.0,4.634,0.0,1.869,0.245,20.077,7.511,38.247,21.351
Angola,1987,AGO,10497864.0,9540738048.0,5.786,0.0,2.924,0.297,26.235,11.254,49.267,22.02
Angola,1988,AGO,10861301.0,10911810560.0,5.049,0.0,1.905,0.3,24.016,6.834,42.248,22.712
Angola,1989,AGO,11238562.0,11089227776.0,4.923,0.0,1.745,0.319,25.513,8.308,46.066,21.975
Argentina,1980,ARG,28011596.0,371077000000.0,108.656,2.865,76.508,19.566,121.109,33.916,294.76,472.019
Argentina,1981,ARG,28463957.0,349782000000.0,101.969,2.957,70.059,20.485,118.673,33.592,284.574,457.964
Argentina,1982,ARG,28924269.0,338762000000.0,103.351,2.66,69.032,23.249,117.163,33.446,282.869,466.513
Argentina,1983,ARG,29391333.0,350707000000.0,105.142,2.191,68.674,26.264,120.066,33.85,288.464,485.764
Argentina,1984,ARG,29863091.0,357844000000.0,106.452,2.147,67.237,27.301,121.29,34.038,292.39,487.344
Argentina,1985,ARG,30336448.0,334171000000.0,100.531,2.774,60.435,28.809,120.626,33.567,281.289,481.619
Argentina,1986,ARG,30811983.0,358635000000.0,104.15,3.393,62.2,30.964,119.073,33.074,283.787,508.885
Argentina,1987,ARG,31291764.0,367894000000.0,114.877,3.778,66.454,36.699,117.286,32.828,294.797,531.837
Argentina,1988,ARG,31780533.0,360921000000.0,121.405,4.023,66.232,42.233,120.323,32.921,308.005,540.738
Argentina,1989,ARG,32270958.0,338521000000.0,117.02,4.144,59.753,44.609,121.828,32.63,309.019,521.441
Argentina,1990,ARG,32755907.0,338751000000.0,112.149,3.14,59.188,43.213,122.548,33.238,312.334,513.022
Argentina,1991,ARG,33230292.0,376058000000.0,117.755,2.939,61.233,47.284,122.05,33.181,346.004,521.347
Argentina,1992,ARG,33693532.0,416680000000.0,121.535,3.107,63.633,48.303,124.153,34.01,342.419,559.309
Argentina,1993,ARG,34152718.0,444780000000.0,118.001,2.528,67.152,40.807,123.987,33.645,335.297,577.843
Argentina,1994,ARG,34613491.0,472927000000.0,118.469,3.561,67.203,42.677,125.816,34.684,337.789,608.761
Argentina,1995,ARG,35070016.0,461601000000.0,125.277,3.741,62.834,53.194,128.135,34.82,347.306,628.236
Argentina,1996,ARG,35513794.0,489406000000.0,131.15,3.114,65.921,57.542,124.795,35.221,350.828,657.128
Argentina,1997,ARG,35947790.0,531526000000.0,136.553,2.807,66.868,61.504,125.23,35.465,358.378,664.755
Argentina,1998,ARG,36372863.0,554567000000.0,139.32,3.155,69.576,61.614,122.855,35.361,360.215,688.425
Argentina,1999,ARG,36794686.0,538271000000.0,148.304,2.788,72.723,67.619,127.468,35.733,375.176,696.066
Argentina,2000,ARG,37213985.0,536481000000.0,143.469,2.36,67.434,69.438,128.914,37.154,376.635,698.777
Argentina,2001,ARG,37624818.0,514867000000.0,135.137,2.008,64.334,64.807,128.149,36.639,375.235,682.524
Argentina,2002,ARG,38029346.0,460559000000.0,124.931,1.579,57.495,62.618,131.581,37.248,438.218,654.474
Argentina,2003,ARG,38424284.0,503104000000.0,134.481,2.48,59.355,69.068,140.466,41.097,496.371,701.506
Argentina,2004,ARG,38815915.0,550306000000.0,157.049,2.532,67.813,82.913,142.708,41.396,548.137,744.817
Argentina,2005,ARG,39216787.0,601050000000.0,161.589,3.668,71.8,81.967,140.585,41.023,561.961,790.507
Argentina,2006,ARG,39622113.0,652297000000.0,174.309,3.968,81.911,83.867,143.171,42.347,578.216,830.543
Argentina,2007,ARG,40016766.0,714725000000.0,173.581,3.759,77.952,87.178,139.471,44.563,509.561,865.645
Argentina,2008,ARG,40424149.0,747157000000.0,187.342,3.975,88.658,90.12,137.055,43.286,489.573,877.178
Argentina,2009,ARG,40854832.0,705921000000.0,178.181,3.305,82.38,87.993,130.646,38.026,581.036,852.511
Argentina,2010,ARG,41288694.0,785785000000.0,185.946,4.082,90.145,86.928,121.533,39.071,532.046,883.969
Argentina,2011,ARG,41730655.0,837743000000.0,189.775,4.825,86.906,92.586,120.203,40.158,530.076,909.091
Argentina,2012,ARG,42161718.0,829147000000.0,191.362,5.078,85.587,95.381,123.675,39.694,492.679,943.706
Argentina,2013,ARG,42582454.0,849088000000.0,189.538,4.84,87.487,91.338,124.986,41.114,465.765,981.398
Argentina,2014,ARG,43024072.0,827751000000.0,188.397,5.536,84.292,92.844,125.942,41.197,484.721,979.858
Argentina,2015,ARG,43477009.0,850357000000.0,191.744,5.467,86.954,93.535,126.093,40.864,451.467,996.94
Argentina,2016,ARG,43900312.0,832669000000.0,189.92,4.192,84.556,96.303,128.37,43.6,443.72,992.424
Argentina,2017,ARG,44288898.0,856142000000.0,186.899,4.279,80.856,96.442,132.716,46.019,421.577,991.397
Argentina,2018,ARG,44654876.0,833737000000.0,180.599,4.356,74.392,96.123,132.614,45.211,418.329,984.346
Argentina,2019,ARG,44973468.0,817054000000.0,178.508,2.143,74.847,95.606,133.37,46.945,436.947,927.358
Argentina,2020,ARG,45191960.0,735814000000.0,165.121,3.224,67.319,89.083,131.85,48.198,396.199,869.829
Argentina,2021,ARG,45312283.0,812324000000.0,191.108,4.51,86.529,93.073,129.182,48.22,416.624,958.463
Argentina,2022,ARG,45407904.0,854914000000.0,204.081,4.78,99.135,92.908,129.569,48.749,433.366,1029.381
Armenia,1992,ARM,3571869.0,15777768448.0,5.724,0.374,1.773,3.477,1.576,0.72,8.277,57.757
Armenia,1993,ARM,3453338.0,13153115136.0,2.51,0.007,0.939,1.508,1.361,0.593,5.003,43.957
Armenia,1994,ARM,3364620.0,13441640448.0,2.685,0.095,0.942,1.616,1.358,0.509,5.622,39.296
Armenia,1995,ARM,3307585.0,14085548032.0,3.363,0.007,0.671,2.616,1.325,0.502,6.74,38.545
Armenia,1996,ARM,3278738.0,14363162624.0,2.5,0.015,0.366,2.041,1.329,0.507,5.304,49.341
Armenia,1997,ARM,3246292.0,14402224128.0,3.253,0.015,0.392,2.678,1.33,0.499,5.827,41.582
Armenia,1998,ARM,3208400.0,14841976832.0,3.419,0.015,0.406,2.789,1.278,0.485,5.679,44.191
Armenia,1999,ARM,3167282.0,14850694144.0,3.04,0.007,0.586,2.275,1.282,0.472,5.281,27.312
Armenia,2000,ARM,3125630.0,15244825600.0,3.491,0.0,0.788,2.565,1.308,0.489,5.806,29.374
Armenia,2001,ARM,3084350.0,16184137728.0,3.533,0.0,0.777,2.612,1.331,0.495,6.538,28.887
Armenia,2002,ARM,3055635.0,18018113536.0,3.077,0.048,0.816,2.002,1.381,0.573,6.458,27.671
Armenia,2003,ARM,3038976.0,19928772608.0,3.456,0.073,0.934,2.228,1.427,0.56,7.115,30.428
Armenia,2004,ARM,3022544.0,21350959104.0,3.691,0.0,0.92,2.473,1.461,0.609,8.593,31.559
Armenia,2005,ARM,3006360.0,23626539008.0,4.376,0.0,0.982,3.063,1.484,0.596,10.778,36.559
Armenia,2006,ARM,2990371.0,25937836032.0,4.402,0.004,0.92,3.14,1.521,0.878,9.105,36.503
Armenia,2007,ARM,2974825.0,28610365440.0,5.1,0.007,0.924,3.762,1.409,0.77,9.044,40.962
Armenia,2008,ARM,2959996.0,29672468480.0,5.575,0.007,1.033,4.122,1.431,0.75,9.281,39.531
Armenia,2009,ARM,2945518.0,24704737280.0,4.363,0.0,0.953,3.169,1.351,0.788,7.932,35.321
Armenia,2010,ARM,2931083.0,24485670912.0,4.253,0.004,1.008,2.953,1.344,0.739,7.54,39.338
Armenia,2011,ARM,2923267.0,24860520448.0,4.969,0.007,0.942,3.756,1.341,0.773,8.123,41.415
Armenia,2012,ARM,2922528.0,26634065920.0,5.748,0.007,0.898,4.565,1.39,0.931,9.139,43.885
Armenia,2013,ARM,2922528.0,27542824960.0,5.535,0.004,0.854,4.419,1.483,0.999,8.897,43.054
Armenia,2014,ARM,2922433.0,28536291328.0,5.604,0.004,0.864,4.493,1.516,0.964,8.781,43.884
Armenia,2015,ARM,2921179.0,29464864768.0,5.469,0.004,0.798,4.427,1.558,1.064,8.802,40.66
Armenia,2016,ARM,2918795.0,29522321408.0,5.203,0.004,0.807,4.239,1.601,1.533,8.961,40.95
Armenia,2017,ARM,2914967.0,31741804544.0,5.54,0.004,0.869,4.462,1.545,1.167,8.79,43.641
Armenia,2018,ARM,2909970.0,33400320000.0,5.822,0.004,0.828,4.676,1.445,1.125,8.869,42.928
Armenia,2019,ARM,2903975.0,35949092864.0,6.284,0.011,1.044,4.888,1.428,1.111,9.26,45.635
Armenia,2020,ARM,2890894.0,33378377728.0,6.795,0.029,1.455,4.899,1.434,1.118,9.747,47.937
Armenia,2021,ARM,2870339.0,35275595776.0,7.417,0.044,1.525,5.356,1.454,1.118,10.393,49.357
Australia,1980,AUS,14721343.0,335756000000.0,204.37,101.825,82.222,17.671,160.854,79.866,526.375,844.247
Australia,1981,AUS,14949209.0,348727000000.0,213.81,104.819,85.675,20.361,137.701,57.056,519.801,857.794
Australia,1982,AUS,15192485.0,348301000000.0,218.001,107.585,85.063,22.53,154.946,73.563,516.553,849.919
Australia,1983,AUS,15414891.0,348354000000.0,207.645,105.149,76.889,22.79,139.737,61.029,558.091,841.572
Australia,1984,AUS,15620650.0,372380000000.0,217.516,109.101,81.407,24.05,143.298,61.882,508.081,871.355
Australia,1985,AUS,15835742.0,391229000000.0,224.556,119.256,71.91,30.147,164.234,81.961,530.587,896.293
Australia,1986,AUS,16069630.0,399344000000.0,224.04,118.775,73.947,28.092,153.657,70.487,480.433,912.411
Australia,1987,AUS,16322272.0,419094000000.0,234.6,126.142,76.352,28.972,142.504,58.61,452.441,937.538
Australia,1988,AUS,16594102.0,437913000000.0,240.737,130.359,77.208,29.686,140.107,59.409,454.04,981.314
Australia,1989,AUS,16869361.0,457176000000.0,256.837,141.141,81.436,30.345,147.204,62.941,479.129,1029.713
Australia,1990,AUS,17126301.0,464137000000.0,278.16,141.877,88.777,34.455,158.576,73.174,532.292,1051.079
Australia,1991,AUS,17353191.0,461302000000.0,279.534,146.083,88.177,32.786,159.446,72.551,513.691,1043.94
Australia,1992,AUS,17549282.0,478634000000.0,284.529,150.049,87.849,33.97,157.682,71.629,557.035,1060.42
Australia,1993,AUS,17722905.0,501525000000.0,288.874,150.096,90.318,35.67,155.667,71.312,566.656,1084.443
Australia,1994,AUS,17897430.0,527993000000.0,293.701,151.376,91.854,37.032,154.743,72.34,557.506,1125.551
Australia,1995,AUS,18095338.0,549039000000.0,305.056,155.735,96.068,39.847,154.361,70.983,645.68,1154.299
Australia,1996,AUS,18305299.0,574766000000.0,311.941,160.388,98.664,39.781,148.104,68.297,649.001,1188.137
Australia,1997,AUS,18504909.0,601473000000.0,320.333,167.683,98.381,41.09,149.195,67.682,629.577,1217.288
Australia,1998,AUS,18701707.0,634847000000.0,334.136,177.614,99.142,43.506,152.491,72.333,680.273,1246.33
Australia,1999,AUS,18909979.0,664521000000.0,343.959,183.231,100.809,45.564,168.302,88.458,696.619,1297.347
Australia,2000,AUS,19132473.0,692059000000.0,350.008,185.797,102.65,46.61,179.324,94.066,745.01,1305.259
Australia,2001,AUS,19365437.0,713890000000.0,357.784,190.082,103.174,49.326,191.321,104.127,726.142,1315.385
Australia,2002,AUS,19595357.0,747066000000.0,362.537,191.147,105.452,50.589,184.513,97.64,694.026,1341.745
Australia,2003,AUS,19819450.0,774451000000.0,369.63,195.386,109.666,49.912,141.664,61.223,702.678,1360.862
Australia,2004,AUS,20046680.0,809792000000.0,383.159,202.225,113.748,52.83,163.285,82.689,735.504,1404.444
Australia,2005,AUS,20294490.0,840092000000.0,386.176,200.715,116.504,54.458,143.842,61.756,632.909,1410.35
Australia,2006,AUS,20590565.0,866679000000.0,392.36,204.401,117.364,55.777,162.956,79.65,664.152,1470.838
Australia,2007,AUS,20954545.0,911251000000.0,399.475,203.559,119.32,61.006,160.142,75.418,693.954,1506.167
Australia,2008,AUS,21370595.0,937890000000.0,404.84,204.688,122.931,61.744,141.992,60.694,753.943,1531.745
Australia,2009,AUS,21783014.0,963130000000.0,407.094,206.066,122.373,63.087,146.943,64.827,693.025,1509.545
Australia,2010,AUS,22141583.0,993854000000.0,405.131,200.552,124.551,64.246,137.338,53.678,857.474,1508.839
Australia,2011,AUS,22479778.0,1024000000000.0,403.858,192.141,129.802,66.46,188.392,102.516,827.467,1558.602
Australia,2012,AUS,22852649.0,1062660000000.0,406.197,189.154,133.681,67.7,189.187,103.196,780.43,1536.113
Australia,2013,AUS,23236271.0,1086070000000.0,399.068,176.363,137.311,69.642,140.812,64.104,676.871,1555.586
